State,Date,Total,Category
Minnesota,05/01/21,96207445,Beverages
Minnesota,05/08/21,93358155,Beverages
Minnesota,05/15/21,92182497,Beverages
Minnesota,05/22/21,97858125,Beverages
Minnesota,05/29/21,99774351,Beverages
Minnesota,06/05/21,104213894,Beverages
Minnesota,06/12/21,101243433,Beverages
Minnesota,06/19/21,99613890,Beverages
Minnesota,06/26/21,106366109,Beverages
Minnesota,07/03/21,90102910,Beverages
Minnesota,07/10/21,96723703,Beverages
Minnesota,07/17/21,103090553,Beverages
Minnesota,07/24/21,98473998,Beverages
Minnesota,07/31/21,99202787,Beverages
Minnesota,08/07/21,96817390,Beverages
Minnesota,08/14/21,96027289,Beverages
Minnesota,08/21/21,114772821,Beverages
Minnesota,08/28/21,97306529,Beverages
Minnesota,09/04/21,82493476,Beverages
Minnesota,09/11/21,89115009,Beverages
Minnesota,09/18/21,85706841,Beverages
Minnesota,09/25/21,86899711,Beverages
Minnesota,10/02/21,85717993,Beverages
Minnesota,10/09/21,80723514,Beverages
Minnesota,10/16/21,82612426,Beverages
Minnesota,10/23/21,84423565,Beverages
Minnesota,10/30/21,81915673,Beverages
Minnesota,11/06/21,86236611,Beverages
Minnesota,11/13/21,88038221,Beverages
Minnesota,11/20/21,90295337,Beverages
Minnesota,11/27/21,87516488,Beverages
Minnesota,12/04/21,76877881,Beverages
Minnesota,12/11/21,80754522,Beverages
Minnesota,12/18/21,82753034,Beverages
Minnesota,12/25/21,79289440,Beverages
Minnesota,01/01/22,79863596,Beverages
Minnesota,01/08/22,83398521,Beverages
Minnesota,01/15/22,69224621,Beverages
Minnesota,01/22/22,79067668,Beverages
Minnesota,01/29/22,81700689,Beverages
Minnesota,02/05/22,86169124,Beverages
Minnesota,02/12/22,71169444,Beverages
Minnesota,02/19/22,84697283,Beverages
Minnesota,02/26/22,83659990,Beverages
Minnesota,03/05/22,99860620,Beverages
Minnesota,03/12/22,98078625,Beverages
Minnesota,03/19/22,94330739,Beverages
Minnesota,03/26/22,97193518,Beverages
Minnesota,04/02/22,95189766,Beverages
Minnesota,04/09/22,95076276,Beverages
Minnesota,04/16/22,101272786,Beverages
Minnesota,04/23/22,88052649,Beverages
Minnesota,04/30/22,94933482,Beverages
Minnesota,05/07/22,99234922,Beverages
Minnesota,05/14/22,97829359,Beverages
Minnesota,05/21/22,99071790,Beverages
Minnesota,05/28/22,94002417,Beverages
Minnesota,06/04/22,102221451,Beverages
Minnesota,06/11/22,107902010,Beverages
Minnesota,06/18/22,102598947,Beverages
Minnesota,06/25/22,99775308,Beverages
Minnesota,07/02/22,99141188,Beverages
Minnesota,07/09/22,103445802,Beverages
Minnesota,07/16/22,105950505,Beverages
Minnesota,07/23/22,97274401,Beverages
Minnesota,07/30/22,99558744,Beverages
Minnesota,08/06/22,100608711,Beverages
Minnesota,08/13/22,95748892,Beverages
Minnesota,08/20/22,95370474,Beverages
Minnesota,08/27/22,103623357,Beverages
Minnesota,09/03/22,87608112,Beverages
Minnesota,09/10/22,89722553,Beverages
Minnesota,09/17/22,83103569,Beverages
Minnesota,09/24/22,88223746,Beverages
Minnesota,10/01/22,87798723,Beverages
Minnesota,10/08/22,83569309,Beverages
Minnesota,10/15/22,83762974,Beverages
Minnesota,10/22/22,88800128,Beverages
Minnesota,10/29/22,86207960,Beverages
Minnesota,11/05/22,89862847,Beverages
Minnesota,11/12/22,84910590,Beverages
Minnesota,11/19/22,86068255,Beverages
Minnesota,11/26/22,86147529,Beverages
Minnesota,12/03/22,79419624,Beverages
Minnesota,12/10/22,77073595,Beverages
Minnesota,12/17/22,82252599,Beverages
Minnesota,12/24/22,84681223,Beverages
Minnesota,12/31/22,80648585,Beverages
Mississippi,01/12/19,33447190,Beverages
Mississippi,01/19/19,32896857,Beverages
Mississippi,01/26/19,34500933,Beverages
Mississippi,02/02/19,33893929,Beverages
Mississippi,02/09/19,35990940,Beverages
Mississippi,02/16/19,35606318,Beverages
Mississippi,02/23/19,36720768,Beverages
Mississippi,03/02/19,42765599,Beverages
Mississippi,03/09/19,41091139,Beverages
Mississippi,03/16/19,41155125,Beverages
Mississippi,03/23/19,40467339,Beverages
Mississippi,03/30/19,42901000,Beverages
Mississippi,04/06/19,42216268,Beverages
Mississippi,04/13/19,39967994,Beverages
Mississippi,04/20/19,39868166,Beverages
Mississippi,04/27/19,42919218,Beverages
Mississippi,05/04/19,43290620,Beverages
Mississippi,05/11/19,34207893,Beverages
Mississippi,05/18/19,39409126,Beverages
Mississippi,05/25/19,42114015,Beverages
Mississippi,06/01/19,44417695,Beverages
Mississippi,06/08/19,44047031,Beverages
Mississippi,06/15/19,44986308,Beverages
Mississippi,06/22/19,44501059,Beverages
Mississippi,06/29/19,42965281,Beverages
Mississippi,07/06/19,43950990,Beverages
Mississippi,07/13/19,44637149,Beverages
Mississippi,07/20/19,42561550,Beverages
Mississippi,07/27/19,44485590,Beverages
Mississippi,08/03/19,40326830,Beverages
Mississippi,08/10/19,43561860,Beverages
Mississippi,08/17/19,40946365,Beverages
Mississippi,08/24/19,42787313,Beverages
Mississippi,08/31/19,41055563,Beverages
Mississippi,09/07/19,36429468,Beverages
Mississippi,09/14/19,36290605,Beverages
Mississippi,09/21/19,37772169,Beverages
Mississippi,09/28/19,37140534,Beverages
Mississippi,10/05/19,37582273,Beverages
Mississippi,10/12/19,36323358,Beverages
Mississippi,10/19/19,37563300,Beverages
Mississippi,10/26/19,35449074,Beverages
Mississippi,11/02/19,35540860,Beverages
Mississippi,11/09/19,35337481,Beverages
Mississippi,11/16/19,38374878,Beverages
Mississippi,11/23/19,37962518,Beverages
Mississippi,11/30/19,36310253,Beverages
Mississippi,12/07/19,34611029,Beverages
Mississippi,12/14/19,35473519,Beverages
Mississippi,12/21/19,35723887,Beverages
Mississippi,12/28/19,33322607,Beverages
Mississippi,01/04/20,35218006,Beverages
Mississippi,01/11/20,42947835,Beverages
Mississippi,01/18/20,34680055,Beverages
Mississippi,01/25/20,36014086,Beverages
Mississippi,02/01/20,34226627,Beverages
Mississippi,02/08/20,34815192,Beverages
Mississippi,02/15/20,34354443,Beverages
Mississippi,02/22/20,29818399,Beverages
Mississippi,02/29/20,35120181,Beverages
Mississippi,03/07/20,40114597,Beverages
Mississippi,03/14/20,42449937,Beverages
Mississippi,03/21/20,42118307,Beverages
Mississippi,03/28/20,40700991,Beverages
Mississippi,04/04/20,42735443,Beverages
Mississippi,04/11/20,41810054,Beverages
Mississippi,04/18/20,41798071,Beverages
Mississippi,04/25/20,40115404,Beverages
Mississippi,05/02/20,42827922,Beverages
Mississippi,05/09/20,41000671,Beverages
Mississippi,05/16/20,41095437,Beverages
Mississippi,05/23/20,42188221,Beverages
Mississippi,05/30/20,42910468,Beverages
Mississippi,06/06/20,45906956,Beverages
Mississippi,06/13/20,46390726,Beverages
Mississippi,06/20/20,45277214,Beverages
Mississippi,06/27/20,44143752,Beverages
Mississippi,07/04/20,44953852,Beverages
Mississippi,07/11/20,35648896,Beverages
Mississippi,07/18/20,44291171,Beverages
Mississippi,07/25/20,41932718,Beverages
Mississippi,08/01/20,44338249,Beverages
Mississippi,08/08/20,41974299,Beverages
Mississippi,08/15/20,41756790,Beverages
Mississippi,08/22/20,36964245,Beverages
Mississippi,08/29/20,43941822,Beverages
Mississippi,09/05/20,34936065,Beverages
Mississippi,09/12/20,36123115,Beverages
Mississippi,09/19/20,36763509,Beverages
Mississippi,09/26/20,36067632,Beverages
Mississippi,10/03/20,34935300,Beverages
Mississippi,10/10/20,37467507,Beverages
Mississippi,10/17/20,35838186,Beverages
Mississippi,10/24/20,37887975,Beverages
Mississippi,10/31/20,37767702,Beverages
Mississippi,11/07/20,32219158,Beverages
Mississippi,11/14/20,39031187,Beverages
Mississippi,11/21/20,38208290,Beverages
Mississippi,11/28/20,36392143,Beverages
Mississippi,12/05/20,33557267,Beverages
Mississippi,12/12/20,33311195,Beverages
Mississippi,12/19/20,32972747,Beverages
Mississippi,12/26/20,34449935,Beverages
Mississippi,01/02/21,35310717,Beverages
Mississippi,01/09/21,34380904,Beverages
Mississippi,01/16/21,36628416,Beverages
Mississippi,01/23/21,34098701,Beverages
Mississippi,01/30/21,35194168,Beverages
Mississippi,02/06/21,35416442,Beverages
Mississippi,02/13/21,36419547,Beverages
Mississippi,02/20/21,35179552,Beverages
Mississippi,02/27/21,37477490,Beverages
Mississippi,03/06/21,40884898,Beverages
Mississippi,03/13/21,43581140,Beverages
Mississippi,03/20/21,43353024,Beverages
Mississippi,03/27/21,43757521,Beverages
Mississippi,04/03/21,40844210,Beverages
Mississippi,04/10/21,42164396,Beverages
Mississippi,04/17/21,41631901,Beverages
Mississippi,04/24/21,44554710,Beverages
Mississippi,05/01/21,44496864,Beverages
Mississippi,05/08/21,40497864,Beverages
Mississippi,05/15/21,42071120,Beverages
Mississippi,05/22/21,41228873,Beverages
Mississippi,05/29/21,42574042,Beverages
Mississippi,06/05/21,43984096,Beverages
Mississippi,06/12/21,56197258,Beverages
Mississippi,06/19/21,44587618,Beverages
Mississippi,06/26/21,45624748,Beverages
Mississippi,07/03/21,46310681,Beverages
Mississippi,07/10/21,46043582,Beverages
Mississippi,07/17/21,42755624,Beverages
Mississippi,07/24/21,44792977,Beverages
Mississippi,07/31/21,41851935,Beverages
Mississippi,08/07/21,44154298,Beverages
Mississippi,08/14/21,35942391,Beverages
Mississippi,08/21/21,42558758,Beverages
Mississippi,08/28/21,44640294,Beverages
Mississippi,09/04/21,35599958,Beverages
Mississippi,09/11/21,37355090,Beverages
Mississippi,09/18/21,37976147,Beverages
Mississippi,09/25/21,36067697,Beverages
Mississippi,10/02/21,38490897,Beverages
Mississippi,10/09/21,32115173,Beverages
Mississippi,10/16/21,35508398,Beverages
Mississippi,10/23/21,37429627,Beverages
Mississippi,10/30/21,36079090,Beverages
Mississippi,11/06/21,38612973,Beverages
Mississippi,11/13/21,38751163,Beverages
Mississippi,11/20/21,38395470,Beverages
Mississippi,11/27/21,38684526,Beverages
Mississippi,12/04/21,36066861,Beverages
Mississippi,12/11/21,34320030,Beverages
Mississippi,12/18/21,33798726,Beverages
Mississippi,12/25/21,33777514,Beverages
Mississippi,01/01/22,34825794,Beverages
Mississippi,01/08/22,36365066,Beverages
Mississippi,01/15/22,36449526,Beverages
Mississippi,01/22/22,36256712,Beverages
Mississippi,01/29/22,34840249,Beverages
Mississippi,02/05/22,36183542,Beverages
Mississippi,02/12/22,36864826,Beverages
Mississippi,02/19/22,35991178,Beverages
Mississippi,02/26/22,36317686,Beverages
Mississippi,03/05/22,43548700,Beverages
Mississippi,03/12/22,50052249,Beverages
Mississippi,03/19/22,45454424,Beverages
Mississippi,03/26/22,38107116,Beverages
Mississippi,04/02/22,41757376,Beverages
Mississippi,04/09/22,45514082,Beverages
Mississippi,04/16/22,43425018,Beverages
Mississippi,04/23/22,44854338,Beverages
Mississippi,04/30/22,45015048,Beverages
Mississippi,05/07/22,43318809,Beverages
Mississippi,05/14/22,44534137,Beverages
Mississippi,05/21/22,40790440,Beverages
Mississippi,05/28/22,43575821,Beverages
Mississippi,06/04/22,48727823,Beverages
Mississippi,06/11/22,46075183,Beverages
Mississippi,06/18/22,45952196,Beverages
Mississippi,06/25/22,46298070,Beverages
Mississippi,07/02/22,45400783,Beverages
Mississippi,07/09/22,44272532,Beverages
Mississippi,07/16/22,43494457,Beverages
Mississippi,07/23/22,43984016,Beverages
Mississippi,07/30/22,42603624,Beverages
Mississippi,08/06/22,44586279,Beverages
Mississippi,08/13/22,45000946,Beverages
Mississippi,08/20/22,43792319,Beverages
Mississippi,08/27/22,44931737,Beverages
Mississippi,09/03/22,38876853,Beverages
Mississippi,09/10/22,36206047,Beverages
Mississippi,09/17/22,37256099,Beverages
Mississippi,09/24/22,38920604,Beverages
Mississippi,10/01/22,37065449,Beverages
Mississippi,10/08/22,39089509,Beverages
Mississippi,10/15/22,39092793,Beverages
Mississippi,10/22/22,37628141,Beverages
Mississippi,10/29/22,36130262,Beverages
Mississippi,11/05/22,37565190,Beverages
Mississippi,11/12/22,39362693,Beverages
Mississippi,11/19/22,40251955,Beverages
Mississippi,11/26/22,37995510,Beverages
Mississippi,12/03/22,35885180,Beverages
Mississippi,12/10/22,35136477,Beverages
Mississippi,12/17/22,36893203,Beverages
Mississippi,12/24/22,36680779,Beverages
Mississippi,12/31/22,43928256,Beverages
Missouri,01/12/19,88908247,Beverages
Missouri,01/19/19,93688343,Beverages
Missouri,01/26/19,96788435,Beverages
Missouri,02/02/19,91523820,Beverages
Missouri,02/09/19,89853792,Beverages
Missouri,02/16/19,93964513,Beverages
Missouri,02/23/19,92358537,Beverages
Missouri,03/02/19,110437905,Beverages
Missouri,03/09/19,113779152,Beverages
Missouri,03/16/19,115904466,Beverages
Missouri,03/23/19,115240202,Beverages
Missouri,03/30/19,107794614,Beverages
Missouri,04/06/19,111448779,Beverages
Missouri,04/13/19,108005341,Beverages
Missouri,04/20/19,110540071,Beverages
Missouri,04/27/19,109729548,Beverages
Missouri,05/04/19,115795128,Beverages
Missouri,05/11/19,114327338,Beverages
Missouri,05/18/19,107800418,Beverages
Missouri,05/25/19,110279521,Beverages
Missouri,06/01/19,114152587,Beverages
Missouri,06/08/19,116753814,Beverages
Missouri,06/15/19,114810037,Beverages
Missouri,06/22/19,120470664,Beverages
Missouri,06/29/19,119139822,Beverages
Missouri,07/06/19,103724104,Beverages
Missouri,07/13/19,111519185,Beverages
Missouri,07/20/19,96286740,Beverages
Missouri,07/27/19,110092988,Beverages
Missouri,08/03/19,111141981,Beverages
Missouri,08/10/19,117208900,Beverages
Missouri,08/17/19,112856803,Beverages
Missouri,08/24/19,109261991,Beverages
Missouri,08/31/19,118029936,Beverages
Missouri,09/07/19,94356281,Beverages
Missouri,09/14/19,96683230,Beverages
Missouri,09/21/19,95199978,Beverages
Missouri,09/28/19,93951958,Beverages
Missouri,10/05/19,92525201,Beverages
Missouri,10/12/19,101586791,Beverages
Missouri,10/19/19,94668363,Beverages
Missouri,10/26/19,100108135,Beverages
Missouri,11/02/19,96595112,Beverages
Missouri,11/09/19,103286399,Beverages
Missouri,11/16/19,98825492,Beverages
Missouri,11/23/19,99289782,Beverages
Missouri,11/30/19,96881044,Beverages
Missouri,12/07/19,77491748,Beverages
Missouri,12/14/19,91659137,Beverages
Missouri,12/21/19,93082545,Beverages
Missouri,12/28/19,88796378,Beverages
Missouri,01/04/20,92259770,Beverages
Missouri,01/11/20,90446624,Beverages
Missouri,01/18/20,92243192,Beverages
Missouri,01/25/20,97022854,Beverages
Missouri,02/01/20,98330120,Beverages
Missouri,02/08/20,99218471,Beverages
Missouri,02/15/20,94615847,Beverages
Missouri,02/22/20,99494620,Beverages
Missouri,02/29/20,93164645,Beverages
Missouri,03/07/20,118547912,Beverages
Missouri,03/14/20,108635326,Beverages
Missouri,03/21/20,119319609,Beverages
Missouri,03/28/20,112155639,Beverages
Missouri,04/04/20,111014874,Beverages
Missouri,04/11/20,112777521,Beverages
Missouri,04/18/20,115618596,Beverages
Missouri,04/25/20,110946566,Beverages
Missouri,05/02/20,112850189,Beverages
Missouri,05/09/20,109260521,Beverages
Missouri,05/16/20,111555430,Beverages
Missouri,05/23/20,108333229,Beverages
Missouri,05/30/20,116720349,Beverages
Missouri,06/06/20,119062280,Beverages
Missouri,06/13/20,118001581,Beverages
Missouri,06/20/20,115720865,Beverages
Missouri,06/27/20,97267232,Beverages
Missouri,07/04/20,118090610,Beverages
Missouri,07/11/20,120862558,Beverages
Missouri,07/18/20,119113258,Beverages
Missouri,07/25/20,110776586,Beverages
Missouri,08/01/20,120626614,Beverages
Missouri,08/08/20,115866190,Beverages
Missouri,08/15/20,113145784,Beverages
Missouri,08/22/20,116261474,Beverages
Missouri,08/29/20,116586182,Beverages
Missouri,09/05/20,95604808,Beverages
Missouri,09/12/20,97956124,Beverages
Missouri,09/19/20,96309372,Beverages
Missouri,09/26/20,102498537,Beverages
Missouri,10/03/20,102898069,Beverages
Missouri,10/10/20,95077997,Beverages
Missouri,10/17/20,103658890,Beverages
Missouri,10/24/20,81154093,Beverages
Missouri,10/31/20,95859448,Beverages
Missouri,11/07/20,101071899,Beverages
Missouri,11/14/20,102093299,Beverages
Missouri,11/21/20,104277613,Beverages
Missouri,11/28/20,99362319,Beverages
Missouri,12/05/20,91869156,Beverages
Missouri,12/12/20,96397426,Beverages
Missouri,12/19/20,97786518,Beverages
Missouri,12/26/20,94436904,Beverages
Missouri,01/02/21,94552306,Beverages
Missouri,01/09/21,93191715,Beverages
Missouri,01/16/21,94338684,Beverages
Missouri,01/23/21,96197831,Beverages
Missouri,01/30/21,94363728,Beverages
Missouri,02/06/21,97600609,Beverages
Missouri,02/13/21,98687607,Beverages
Missouri,02/20/21,102145809,Beverages
Missouri,02/27/21,94222428,Beverages
Missouri,03/06/21,114496176,Beverages
Missouri,03/13/21,113831635,Beverages
Missouri,03/20/21,115100091,Beverages
Missouri,03/27/21,109746811,Beverages
Missouri,04/03/21,120474932,Beverages
Missouri,04/10/21,109864431,Beverages
Missouri,04/17/21,99598491,Beverages
Missouri,04/24/21,120387650,Beverages
Missouri,05/01/21,114966926,Beverages
Missouri,05/08/21,109636786,Beverages
Missouri,05/15/21,110230865,Beverages
Missouri,05/22/21,114248977,Beverages
Missouri,05/29/21,107808855,Beverages
Missouri,06/05/21,119579038,Beverages
Missouri,06/12/21,120944855,Beverages
Missouri,06/19/21,120033208,Beverages
Missouri,06/26/21,118234661,Beverages
Missouri,07/03/21,120038513,Beverages
Missouri,07/10/21,140849014,Beverages
Missouri,07/17/21,113622886,Beverages
Missouri,07/24/21,113671714,Beverages
Missouri,07/31/21,117233816,Beverages
Missouri,08/07/21,115871645,Beverages
Missouri,08/14/21,120425299,Beverages
Missouri,08/21/21,119504671,Beverages
Missouri,08/28/21,120415563,Beverages
Missouri,09/04/21,97860269,Beverages
Missouri,09/11/21,100562683,Beverages
Missouri,09/18/21,103680621,Beverages
Missouri,09/25/21,103727376,Beverages
Missouri,10/02/21,95547169,Beverages
Missouri,10/09/21,104327599,Beverages
Missouri,10/16/21,102286787,Beverages
Missouri,10/23/21,102950650,Beverages
Missouri,10/30/21,104312174,Beverages
Missouri,11/06/21,102995394,Beverages
Missouri,11/13/21,103338559,Beverages
Missouri,11/20/21,98670210,Beverages
Missouri,11/27/21,102853735,Beverages
Missouri,12/04/21,90960907,Beverages
Missouri,12/11/21,93054669,Beverages
Missouri,12/18/21,93420700,Beverages
Missouri,12/25/21,91490916,Beverages
Missouri,01/01/22,92766179,Beverages
Missouri,01/08/22,91409094,Beverages
Missouri,01/15/22,99017660,Beverages
Missouri,01/22/22,101268286,Beverages
Missouri,01/29/22,100051331,Beverages
Missouri,02/05/22,100872587,Beverages
Missouri,02/12/22,97263358,Beverages
Missouri,02/19/22,97927834,Beverages
Missouri,02/26/22,98630502,Beverages
Missouri,03/05/22,111906373,Beverages
Missouri,03/12/22,113832632,Beverages
Missouri,03/19/22,118002465,Beverages
Missouri,03/26/22,111552100,Beverages
Missouri,04/02/22,117618064,Beverages
Missouri,04/09/22,121222522,Beverages
Missouri,04/16/22,111654341,Beverages
Missouri,04/23/22,119300028,Beverages
Missouri,04/30/22,112123773,Beverages
Missouri,05/07/22,119503943,Beverages
Missouri,05/14/22,119577647,Beverages
Missouri,05/21/22,111627989,Beverages
Missouri,05/28/22,137358800,Beverages
Missouri,06/04/22,128281408,Beverages
Missouri,06/11/22,126827175,Beverages
Missouri,06/18/22,118571075,Beverages
Missouri,06/25/22,126035227,Beverages
Missouri,07/02/22,121474341,Beverages
Missouri,07/09/22,122034138,Beverages
Missouri,07/16/22,120972653,Beverages
Missouri,07/23/22,117666843,Beverages
Missouri,07/30/22,125839856,Beverages
Missouri,08/06/22,123410522,Beverages
Missouri,08/13/22,146360897,Beverages
Missouri,08/20/22,120264371,Beverages
Missouri,08/27/22,135601310,Beverages
Missouri,09/03/22,103768078,Beverages
Missouri,09/10/22,102829592,Beverages
Missouri,09/17/22,102570962,Beverages
Missouri,09/24/22,97466096,Beverages
Missouri,10/01/22,97895724,Beverages
Missouri,10/08/22,105605282,Beverages
Missouri,10/15/22,103429440,Beverages
Missouri,10/22/22,101009745,Beverages
Missouri,10/29/22,100804189,Beverages
Missouri,11/05/22,105039661,Beverages
Missouri,11/12/22,91612388,Beverages
Missouri,11/19/22,101535505,Beverages
Missouri,11/26/22,107178851,Beverages
Missouri,12/03/22,92431259,Beverages
Missouri,12/10/22,90220417,Beverages
Missouri,12/17/22,91899252,Beverages
Missouri,12/24/22,96183602,Beverages
Missouri,12/31/22,98152380,Beverages
Nebraska,01/12/19,15224899,Beverages
Nebraska,01/19/19,14733360,Beverages
Nebraska,01/26/19,15273033,Beverages
Nebraska,02/02/19,15322621,Beverages
Nebraska,02/09/19,14908451,Beverages
Nebraska,02/16/19,15183291,Beverages
Nebraska,02/23/19,16095400,Beverages
Nebraska,03/02/19,18729241,Beverages
Nebraska,03/09/19,17818827,Beverages
Nebraska,03/16/19,18758270,Beverages
Nebraska,03/23/19,18828309,Beverages
Nebraska,03/30/19,17700743,Beverages
Nebraska,04/06/19,18551137,Beverages
Nebraska,04/13/19,18967050,Beverages
Nebraska,04/20/19,17792068,Beverages
Nebraska,04/27/19,19157267,Beverages
Nebraska,05/04/19,19070531,Beverages
Nebraska,05/11/19,21587314,Beverages
Nebraska,05/18/19,18542189,Beverages
Nebraska,05/25/19,17378774,Beverages
Nebraska,06/01/19,20388442,Beverages
Nebraska,06/08/19,16677910,Beverages
Nebraska,06/15/19,19533098,Beverages
Nebraska,06/22/19,20277261,Beverages
Nebraska,06/29/19,18969935,Beverages
Nebraska,07/06/19,22664238,Beverages
Nebraska,07/13/19,19291309,Beverages
Nebraska,07/20/19,19243631,Beverages
Nebraska,07/27/19,18982125,Beverages
Nebraska,08/03/19,19222563,Beverages
Nebraska,08/10/19,19396119,Beverages
Nebraska,08/17/19,17847322,Beverages
Nebraska,08/24/19,18581769,Beverages
Nebraska,08/31/19,18396477,Beverages
Nebraska,09/07/19,13679642,Beverages
Nebraska,09/14/19,16269743,Beverages
Nebraska,09/21/19,19638530,Beverages
Nebraska,09/28/19,15471632,Beverages
Nebraska,10/05/19,16789003,Beverages
Nebraska,10/12/19,15605590,Beverages
Nebraska,10/19/19,16347223,Beverages
Nebraska,10/26/19,16355614,Beverages
Nebraska,11/02/19,16818255,Beverages
Nebraska,11/09/19,15945674,Beverages
Nebraska,11/16/19,16146175,Beverages
Nebraska,11/23/19,17115020,Beverages
Nebraska,11/30/19,17103136,Beverages
Nebraska,12/07/19,15583905,Beverages
Nebraska,12/14/19,15147908,Beverages
Nebraska,12/21/19,13274564,Beverages
Nebraska,12/28/19,15639237,Beverages
Nebraska,01/04/20,14593831,Beverages
Nebraska,01/11/20,14973403,Beverages
Nebraska,01/18/20,15947906,Beverages
Nebraska,01/25/20,15810105,Beverages
Nebraska,02/01/20,16389478,Beverages
Nebraska,02/08/20,16232859,Beverages
Nebraska,02/15/20,15328450,Beverages
Nebraska,02/22/20,15964012,Beverages
Nebraska,02/29/20,16109237,Beverages
Nebraska,03/07/20,18205714,Beverages
Nebraska,03/14/20,19042648,Beverages
Nebraska,03/21/20,19055710,Beverages
Nebraska,03/28/20,18272323,Beverages
Nebraska,04/04/20,19227981,Beverages
Nebraska,04/11/20,18910996,Beverages
Nebraska,04/18/20,19052100,Beverages
Nebraska,04/25/20,18986821,Beverages
Nebraska,05/02/20,18508707,Beverages
Nebraska,05/09/20,18857399,Beverages
Nebraska,05/16/20,18683854,Beverages
Nebraska,05/23/20,19203652,Beverages
Nebraska,05/30/20,18055907,Beverages
Nebraska,06/06/20,22828656,Beverages
Nebraska,06/13/20,20264353,Beverages
Nebraska,06/20/20,19964137,Beverages
Nebraska,06/27/20,19205698,Beverages
Nebraska,07/04/20,19479089,Beverages
Nebraska,07/11/20,18958513,Beverages
Nebraska,07/18/20,18462615,Beverages
Nebraska,07/25/20,18689208,Beverages
Nebraska,08/01/20,18310204,Beverages
Nebraska,08/08/20,18102603,Beverages
Nebraska,08/15/20,18469389,Beverages
Nebraska,08/22/20,18803169,Beverages
Nebraska,08/29/20,18808488,Beverages
Nebraska,09/05/20,16393400,Beverages
Nebraska,09/12/20,17070778,Beverages
Nebraska,09/19/20,16001911,Beverages
Nebraska,09/26/20,16025729,Beverages
Nebraska,10/03/20,16183310,Beverages
Nebraska,10/10/20,15641750,Beverages
Nebraska,10/17/20,16700774,Beverages
Nebraska,10/24/20,15782758,Beverages
Nebraska,10/31/20,17203044,Beverages
Nebraska,11/07/20,19700798,Beverages
Nebraska,11/14/20,16596346,Beverages
Nebraska,11/21/20,17472438,Beverages
Nebraska,11/28/20,16424844,Beverages
Nebraska,12/05/20,15676503,Beverages
Nebraska,12/12/20,14938258,Beverages
Nebraska,12/19/20,16028556,Beverages
Nebraska,12/26/20,15132328,Beverages
Nebraska,01/02/21,16236061,Beverages
Nebraska,01/09/21,15925885,Beverages
Nebraska,01/16/21,15142246,Beverages
Nebraska,01/23/21,15387167,Beverages
Nebraska,01/30/21,15614863,Beverages
Nebraska,02/06/21,15541507,Beverages
Nebraska,02/13/21,15362879,Beverages
Nebraska,02/20/21,16601918,Beverages
Nebraska,02/27/21,13737501,Beverages
Nebraska,03/06/21,18315653,Beverages
Nebraska,03/13/21,18866361,Beverages
Nebraska,03/20/21,19444590,Beverages
Nebraska,03/27/21,18299316,Beverages
Nebraska,04/03/21,19909817,Beverages
Nebraska,04/10/21,19209842,Beverages
Nebraska,04/17/21,18168077,Beverages
Nebraska,04/24/21,19338347,Beverages
Nebraska,05/01/21,19619402,Beverages
Nebraska,05/08/21,18083712,Beverages
Nebraska,05/15/21,18572977,Beverages
Nebraska,05/22/21,19276750,Beverages
Nebraska,05/29/21,19051985,Beverages
Nebraska,06/05/21,19903724,Beverages
Nebraska,06/12/21,20853669,Beverages
Nebraska,06/19/21,20552589,Beverages
Nebraska,06/26/21,20058341,Beverages
Nebraska,07/03/21,19810991,Beverages
Nebraska,07/10/21,19725982,Beverages
Nebraska,07/17/21,20616967,Beverages
Nebraska,07/24/21,20260248,Beverages
Nebraska,07/31/21,19385441,Beverages
Nebraska,08/07/21,20114935,Beverages
Nebraska,08/14/21,20150558,Beverages
Nebraska,08/21/21,19375312,Beverages
Nebraska,08/28/21,19973718,Beverages
Nebraska,09/04/21,16977881,Beverages
Nebraska,09/11/21,16149049,Beverages
Nebraska,09/18/21,16591281,Beverages
Nebraska,09/25/21,16198728,Beverages
Nebraska,10/02/21,16682528,Beverages
Nebraska,10/09/21,16002238,Beverages
Nebraska,10/16/21,16542341,Beverages
Nebraska,10/23/21,16411874,Beverages
Nebraska,10/30/21,16452645,Beverages
Nebraska,11/06/21,16739333,Beverages
Nebraska,11/13/21,16730291,Beverages
Nebraska,11/20/21,16807332,Beverages
Nebraska,11/27/21,16269382,Beverages
Nebraska,12/04/21,15456791,Beverages
Nebraska,12/11/21,15235624,Beverages
Nebraska,12/18/21,15694840,Beverages
Nebraska,12/25/21,15373903,Beverages
Nebraska,01/01/22,16179855,Beverages
Nebraska,01/08/22,15259137,Beverages
Nebraska,01/15/22,15533515,Beverages
Nebraska,01/22/22,14055747,Beverages
Nebraska,01/29/22,16255098,Beverages
Nebraska,02/05/22,16219350,Beverages
Nebraska,02/12/22,14389883,Beverages
Nebraska,02/19/22,16180453,Beverages
Nebraska,02/26/22,15727091,Beverages
Nebraska,03/05/22,19534560,Beverages
Nebraska,03/12/22,16691399,Beverages
Nebraska,03/19/22,20168068,Beverages
Nebraska,03/26/22,19203651,Beverages
Nebraska,04/02/22,19935251,Beverages
Nebraska,04/09/22,18705862,Beverages
Nebraska,04/16/22,19330479,Beverages
Nebraska,04/23/22,19240775,Beverages
